input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue,directors_other,cast_other,keywords_other
King Cobra,2016.0,True,390584,King Cobra,2016-10-21,93.0,Crime; Drama,,Christian Slater; James Franco; Alicia Silverstone; Molly Ringwald,pornography; based on novel or book; biography; based on true story; behind the scenes; murder; porn industry; ego; lgbt; vanity; business rivalry; gay theme,Digital Ignition Entertainment; Yale Productions; SSS Entertainment; BondIt; Rabbit Bandini Productions,en,0.0,81757.0,Justin Kelly,Garrett Clayton; Keegan Allen; Spencer Rocco Lofranco; Sean Grandillo; Rosemary Howard; Edward Crawford,rent boy
King Kong,2005.0,True,254,King Kong,2005-12-12,187.0,Adventure; Drama; Action,Peter Jackson,Naomi Watts; Adrien Brody; Jack Black; Andy Serkis; Thomas Kretschmann; Jamie Bell; Kyle Chandler,new york city; exotic island; movie business; show business; human animal relationship; great depression; giant insect; remake; prehistoric creature; dinosaur; creature; kaiju; empire state building; giant ape; woman in peril; 1930s; giant gorilla; grand; king kong,Universal Pictures; WingNut Films; Big Primate Pictures; MFPV Film,en,207000000.0,562363449.0,,Colin Hanks; Evan Parke; Lobo Chan,
Kingdom of Heaven,Unknown,True,1495,Kingdom of Heaven,2005-05-03,144.0,Drama; Action; Adventure; History; War,Ridley Scott,Orlando Bloom; Eva Green; Jeremy Irons; David Thewlis; Liam Neeson; Brendan Gleeson; Marton Csokas; Michael Sheen,epic; blacksmith; muslim; crusade; jerusalem; swordsman; battlefield; knight; religion; epic battle; 12th century; suspicious; christian; dramatic; egotistical; ambiguous; antagonistic; audacious; authoritarian; complicated; derogatory; dubious; melodramatic,Scott Free Productions; BK; KOH; Reino del Cielo; Inside Track 3; 20th Century Fox; Babelsberg Film,en,130000000.0,218366336.0,,Ghassan Massoud; Alexander Siddig,catapult; desert battle; knight templars; saladin; sword battle
Kingdom of the Planet of the Apes,Unknown,True,653346,Kingdom of the Planet of the Apes,2024-05-08,145.0,Science Fiction; Adventure; Action; Drama; Thriller,Wes Ball,Owen Teague; Kevin Durand; William H. Macy,empire; kingdom; gorilla; dystopia; post-apocalyptic future; eagle; sequel; anthropomorphism; distant future; ape; orangutan; evolution; chimpanzee; primate; sign languages; journey; cgi-live action hybrid; evil tyrant,20th Century Studios; Oddball Entertainment; Jason T. Reed Productions,en,160000000.0,397378150.0,,Freya Allan; Peter Macon; Eka Darville; Travis Jeffery; Lydia Peckham; Neil Sandilands; Ras-Samuel Welda'abzgi,
King of New York,Unknown,True,1047024,The King of New York - An Ice Hockey Saga,2022-11-10,59.0,Documentary,,,ice hockey; sports documentary,SVT Sport,sv,0.0,0.0,Marie Lehmann,"Henrik Lundqvist; Marie Lehmann; Joel Lundqvist; Eva Johansson; Peter ""Foppa"" Forsberg; Mats Zuccarello; Larry Brooks; Kevin Weekes; Gabriella Lundqvist; Carl Hagelin",nhl; professional hockey player
Kingpin,Unknown,True,11543,Kingpin,1996-07-04,114.0,Comedy,Bobby Farrelly; Peter Farrelly,Woody Harrelson; Randy Quaid; Bill Murray; Chris Elliott; Lin Shaye,sports; stripper; hair loss; unlikely lovers; kingpin,Motion Picture Corporation of America; Metro-Goldwyn-Mayer; Rysher Entertainment,en,27000000.0,25023434.0,,Vanessa Angel; William Jordan; Nancy Frey-Jarecki; Richard Tyson; Zen Gesner,"handicap; sexual favor; star spangled banner; bowling team; comb over; inflatable doll; combover; carriage; lancaster, pa"
King Kong,Unknown,True,254,King Kong,2005-12-12,187.0,Adventure; Drama; Action,Peter Jackson,Naomi Watts; Adrien Brody; Jack Black; Andy Serkis; Thomas Kretschmann; Jamie Bell; Kyle Chandler,new york city; exotic island; movie business; show business; human animal relationship; great depression; giant insect; remake; prehistoric creature; dinosaur; creature; kaiju; empire state building; giant ape; woman in peril; 1930s; giant gorilla; grand; king kong,Universal Pictures; WingNut Films; Big Primate Pictures; MFPV Film,en,207000000.0,562363449.0,,Colin Hanks; Evan Parke; Lobo Chan,
King Kong vs. Godzilla,Unknown,True,1680,King Kong vs. Godzilla,1962-08-11,97.0,Science Fiction; Comedy; Adventure; Fantasy; Action,Ishirō Honda,Kenji Sahara; Jun Tazaki; Akihiko Hirata,"island; japan; helicopter; octopus; mutant; giant monster; giant lizard; sequel; jungle; tokyo, japan; dinosaur; gojira; kaiju; giant ape; godzilla; mount fuji, japan; king kong; tokusatsu",TOHO; Tokyo Laboratory,ja,0.0,12550000.0,,Tadao Takashima; Yū Fujiki; Ichirō Arishima; Mie Hama; Akiko Wakabayashi; Akemi Negishi; Yoshio Kosugi,giant octopus; lost world
Kingsman: The Golden Circle,Unknown,True,343668,Kingsman: The Golden Circle,2017-09-20,141.0,Action; Adventure; Comedy; Crime,Matthew Vaughn,Taron Egerton; Colin Firth; Julianne Moore; Mark Strong; Halle Berry; Pedro Pascal; Channing Tatum; Jeff Bridges,saving the world; spy; europe; sequel; agent; amused; excited,20th Century Fox; Marv; Cloudy Productions; TSG Entertainment,en,104000000.0,410902662.0,,Hanna Alström; Edward Holcroft,secret government organization; statesman
Kingsman: The Secret Service,Unknown,True,207703,Kingsman: The Secret Service,2015-01-24,129.0,Crime; Comedy; Action; Adventure,Matthew Vaughn,Taron Egerton; Colin Firth; Samuel L. Jackson; Mark Strong; Sofia Boutella; Michael Caine,great britain; spy; secret organization; secret agent; based on comic; united kingdom; duringcreditsstinger; amused; excited,20th Century Fox; Marv; Cloudy Productions; TSG Entertainment,en,81000000.0,414351546.0,,Sophie Cookson; Edward Holcroft; Hanna Alström; Samantha Womack,
Kirikou and the Sorceress,Unknown,True,21348,Kirikou and the Sorceress,1998-12-09,71.0,Fantasy; Adventure; Animation; Family,,,power of goodness; french,Les Armateurs; Monipoly Productions; France 3 Cinéma; RTBF,fr,4495000.0,0.0,Michel Ocelot,Doudou Gueye Thiaw; Maimouna N'Diaye; Awa Sène Sarr; Robert Liensol; William Nadylam; Sebastien Hebrant; Thilombo Lubambu; Rémi Bichet; Marie Augustine Diatta; Moustapha Diop,folk; folktale; bad witch; cultures of west africa; african tale
Kiss the Girls,Unknown,True,9437,Kiss the Girls,1997-09-29,115.0,Thriller; Crime; Mystery; Drama,Gary Fleder,Morgan Freeman; Ashley Judd; Cary Elwes; Tony Goldwyn; Jay O. Sanders; Bill Nunn; Brian Cox,"based on novel or book; escape; kidnapping; detective; fbi; investigation; north carolina; psychologist; serial killer; psychological thriller; los angeles, california; doctor; missing person; uncle niece relationship; homicide investigation",Paramount Pictures; Rysher Entertainment; David Brown Productions,en,27000000.0,60527873.0,,Alex McArthur; Richard T. Jones; Roma Maffia,kickboxing; police psychologist; psychological detective; psychological profiling
Kitty,2016.0,True,379624,Kitty,2016-05-20,15.0,Fantasy,,,woman director; short film,First Generation Films,en,0.0,0.0,Chloë Sevigny,Edie Yvonne; Ione Skye; Lee Meriwether; Jesse Pearson; Luke Alder; M. Blash; Andrew Mixon,
Kiss Kiss Bang Bang,2005.0,True,5236,Kiss Kiss Bang Bang,2005-09-14,103.0,Comedy; Crime; Mystery; Thriller,Shane Black,Robert Downey Jr.; Val Kilmer; Michelle Monaghan; Dash Mihok; Larry Miller,"detective; loser; thief; crush; whodunit; los angeles, california; series of murders; hoodlum; female corpse; neo-noir; christmas",Silver Pictures; Warner Bros. Pictures,en,15000000.0,15785148.0,,Corbin Bernsen; Rockmond Dunbar; Shannyn Sossamon; Angela Lindvall; Indio Falconer Downey,
Klute,Unknown,True,466,Klute,1971-06-23,114.0,Thriller; Mystery; Crime,Alan J. Pakula,Donald Sutherland; Jane Fonda; Roy Scheider,new york city; prostitute; cat; obsession; audio tape; detective; junkie; pimp; conspiracy; psychologist; whodunit; missing person,Gus Productions; Warner Bros. Pictures,en,2500000.0,12512637.0,,Charles Cioffi; Dorothy Tristan; Rita Gam; Nathan George; Vivian Nathan; Morris Strassberg; Barry Snider,
Kneecap,Unknown,True,1180629,Kneecap,2024-08-02,105.0,Music; Comedy; Drama,,Michael Fassbender,"hip-hop; based on true story; northern ireland; drug use; drugs; belfast, north ireland; direct; mocking",Mother Tongues Films; Fine Point Films; Wildcard Distribution; Naughty Step; DMC Film; Northern Ireland Screen; Fís Éireann/Screen Ireland; Great Point Media; Coimisiún na Meán; TG4,other,0.0,4345446.0,Rich Peppiatt,Móglaí Bap; Mo Chara; DJ Próvaí; Josie Walker; Fionnuala Flaherty; Jessica Reynolds; Adam Best; Simone Kirby; Matthew Sharpe,irish music; rap; semi-fiction; irish language; gaelic
Knick Knack,Unknown,True,13928,Knick Knack,1989-11-23,4.0,Animation; Family; Comedy,John Lasseter,Unknown,escape; snowman; short film,Pixar,en,0.0,123967.0,,,snowglobes
Kiss Me Deadly,Unknown,True,18030,Kiss Me Deadly,1955-04-28,106.0,Mystery; Thriller; Crime,,Cloris Leachman,film noir; hitchhiker; beach house; private detective,Parklane Pictures Inc.; United Artists,en,410000.0,726000.0,Robert Aldrich,Ralph Meeker; Albert Dekker; Paul Stewart; Juano Hernández; Wesley Addy; Marian Carr; Maxine Cooper; Gaby Rodgers; Nick Dennis,convertable; mike hammer
Knife+Heart,Unknown,True,475930,Knife+Heart,2018-06-27,102.0,Horror; Romance; Mystery,,,"paris, france; serial killer; lgbt",CG Cinéma; Piano; Garidi Films; ARTE France Cinéma; RTS; Le Fresnoy,fr,0.0,0.0,Yann Gonzalez,Vanessa Paradis; Nicolas Maury; Kate Moran; Jonathan Genet; Romane Bohringer; Khaled Alouach; Félix Maritaud; Noé Hernández; Thibault Servière; Bastien Waultier,
Kitbull,Unknown,True,574074,Kitbull,2019-01-18,9.0,Animation; Family; Drama,,Unknown,friendship; cat; dog; animals; short film,Pixar,en,0.0,0.0,Rosana Sullivan,,
Klaus,Unknown,True,508965,Klaus,2019-11-08,96.0,Animation; Family; Adventure; Comedy; Fantasy,,Jason Schwartzman; J.K. Simmons; Rashida Jones; Joan Cusack; Will Sasso,friendship; small town; island; holiday; santa claus; cartoon; postman; reindeer; toy maker; christmas; 19th century; toymaker; origin story; good versus evil; adoring; amused; cheerful; excited,Atresmedia; The SPA Studios,en,0.0,0.0,Sergio Pablos,Norm Macdonald; Sergio Pablos; Mila Brener; Neda Margrethe Labba; Sydney Brower,letters
Knight and Day,Unknown,True,37834,Knight and Day,2010-06-15,109.0,Action; Comedy,James Mangold,Tom Cruise; Cameron Diaz; Peter Sarsgaard; Viola Davis; Jordi Mollà; Paul Dano; Maggie Grace; Marc Blucas; Celia Weston,"central intelligence agency (cia); airport; inventor; kidnapping; boston, massachusetts; spy; traitor; invention; protection; betrayal; on the run; fish out of water; train; attraction; boy genius; drugged; tropical island; crash landing; airplane trip; duringcreditsstinger; motorcycle chase; unassuming; action comedy; lighthearted; sister's wedding",Pink Machine; Tree Line Films; Dune Entertainment; Regency Enterprises; 20th Century Fox,en,117000000.0,261989769.0,,Falk Hentschel,"seville, spain; rogue spy; salzburg, austria"
Knives Out,2019.0,True,546554,Knives Out,2019-11-27,131.0,Comedy; Crime; Mystery,Rian Johnson,Daniel Craig; Chris Evans; Ana de Armas; Jamie Lee Curtis; Michael Shannon; Don Johnson; Toni Collette; LaKeith Stanfield; Christopher Plummer,immigrant; detective; massachusetts; investigation; big family; mansion; whodunit; murder mystery; neo-noir,Lionsgate; MRC; T-Street,en,40000000.0,312897920.0,,Katherine Langford,family home; privilege
Knock Knock,2015.0,True,263472,Knock Knock,2015-06-26,99.0,Crime; Horror; Thriller,Eli Roth,Keanu Reeves; Ana de Armas; Colleen Camp,adultery; infidelity; sadism; cake; disc jockey; eroticism; rain; architect; seduction; torture; art; home invasion; extramarital affair; threesome; erotic thriller; married man,Sobras International Pictures; UFA; Black Bear Pictures; Camp Grey; Elevated Films; Movie Trailer House; Dragonfly Entertainment; Voltage Pictures,en,10000000.0,6341684.0,,Lorenza Izzo; Aaron Burns; Ignacia Allamand; Antonio Quercia; Dan Baily; Megan Baily,seductress
Knock at the Cabin,Unknown,True,631842,Knock at the Cabin,2023-02-01,100.0,Horror; Mystery; Thriller,M. Night Shyamalan,Dave Bautista; Jonathan Groff; Nikki Amuka-Bird; Rupert Grint,based on novel or book; sacrifice; faith; end of the world; apocalypse; home invasion; lgbt; aftercreditsstinger; adopted child; gay theme; religious symbolism,Blinding Edge Pictures; FilmNation Entertainment; Wishmore,en,20000000.0,54700000.0,,Ben Aldridge; Abby Quinn; Kristen Cui; McKenna Kerrigan; Ian Merrill Peakes; Denise Nakano,adopted daughter; same sex relationship
Knock Down the House,Unknown,True,565312,Knock Down the House,2019-01-27,86.0,Documentary,,,underdog; election campaign; u.s. congress; political candidate; usa politics,Atlas Films; Artemis Rising,en,0.0,0.0,Rachel Lears,Alexandria Ocasio-Cortez; Cori Bush; Paula Jean Swearingen; Amy Vilela; Joe Crowley; Ilhan Omar; Joe Manchin III; Nancy Pelosi; Sharon Jones,female politician
Knock Off,Unknown,True,37498,Knock Off,1998-09-04,91.0,Action; Crime; Thriller,,Jean-Claude Van Damme; Rob Schneider; Paul Sorvino,martial arts; showdown; undercover agent; fistfight; terrorism; urban setting; buddy cop; action hero; farcical,TriStar Pictures; Film Workshop; MDP Worldwide; Knock Films A.V.V.; Val D'Oro Entertainment,en,35000000.0,44000000.0,Tsui Hark,Lela Rochon; Michael Wong; Carman Lee Yeuk-Tung; Wyman Wong Wai-Man; Glen Chin; Moses Chan Ho; Lynne Langdon,parking garage; fundraising; freighter
Knocked Up,Unknown,True,4964,Knocked Up,2007-06-01,129.0,Comedy; Romance; Drama,Judd Apatow,Seth Rogen; Katherine Heigl; Paul Rudd; Leslie Mann; Jason Segel; Jay Baruchel; Jonah Hill,alcohol; pregnancy; bed; one-night stand; drug use; beard; duringcreditsstinger; joyous; comforting,Apatow Productions; Universal Pictures,en,30000000.0,219900000.0,,Martin Starr; Charlyne Yi; Iris Apatow,condom; paternity; unprotected sex
Knowing,Unknown,True,13811,Knowing,2009-03-19,121.0,Action; Mystery; Science Fiction; Thriller,Alex Proyas,Nicolas Cage; Rose Byrne; Ben Mendelsohn,cataclysm; code; alien; end of the world; grieving widower; prediction; researcher; numbers; news,Summit Entertainment; Escape Artists; Mystery Clock Cinema; Kaplan/Perrone Entertainment; Wintergreen Productions; Goldcrest,en,50000000.0,155446362.0,,Chandler Canterbury; Nadia Townsend; Terry Camilleri; Lara Robinson; Adrienne Pickering; Danielle Carter; Alethea McGrath,time capsule; astrophysicist; lexington massachusetts; westford massachusetts; pattern recognition
Kong: Skull Island,Unknown,True,293167,Kong: Skull Island,2017-03-08,118.0,Action; Adventure; Fantasy,,Tom Hiddleston; Samuel L. Jackson; John Goodman; Brie Larson; Toby Kebbell; John Ortiz; Corey Hawkins; Jason Mitchell; Shea Whigham,vietnam veteran; island; monster; 1970s; expedition; giant monster; giant spider; creature; spin off; u.s. soldier; giant animal; kaiju; aftercreditsstinger; giant ape; monster island; king kong,Legendary Pictures; Tencent Pictures,en,185000000.0,566652812.0,Jordan Vogt-Roberts,Jing Tian,water buffalo; uncharted
Kramer vs. Kramer,Unknown,True,12102,Kramer vs. Kramer,1979-12-07,105.0,Drama,,Dustin Hoffman; Meryl Streep; Jane Alexander; JoBeth Williams,"husband wife relationship; marriage; custody battle; divorce; family; couple; selfishness; manhattan, new york city; child custody; abandonment; dramatic; compassionate",Columbia Pictures,en,8000000.0,106260000.0,Robert Benton,Justin Henry; Howard Duff; George Coe; Bill Moor; Howland Chamberlain; Jack Ramage,parents separating
Krampus,Unknown,True,287903,Krampus,2015-11-26,98.0,Horror; Comedy; Fantasy,Michael Dougherty,Emjay Anthony; Adam Scott; Toni Collette; David Koechner; Conchata Ferrell,"winter; holiday; santa claus; snowstorm; flashback; snow; creature; power outage; destruction; demon; blizzard; based on myths, legends or folklore; christmas; holiday horror",Universal Pictures; Legendary Pictures; Zam Pictures,en,15000000.0,61800000.0,,Allison Tolman; Stefania LaVie Owen; Luke Hawker; Gideon Emery; Ivy George,fireplace; bad kids
Krisha,2015.0,True,323929,Krisha,2016-03-18,81.0,Drama,Trey Edward Shults,,thanksgiving; turkey; addiction; family; mental illness; estranged son,Hoody Boy Productions,en,30000.0,144822.0,,Krisha Fairchild; Alex Dobrenko; Robyn Fairchild; Chris Doubek; Victoria Fairchild; Bryan Casserly; Chase Joliet; Atheena Frizzell; Augustine Frizzell; Olivia Grace Applegate,
Kraven the Hunter,Unknown,True,539972,Kraven the Hunter,2024-12-11,127.0,Action; Adventure; Thriller,J.C. Chandor,Aaron Taylor-Johnson; Ariana DeBose; Fred Hechinger; Alessandro Nivola; Christopher Abbott; Russell Crowe; Yuri Kolokolnikov,hunter; superhero; villain; based on comic; supervillain; intense; admiring; ominous,Columbia Pictures; Matt Tolmach Productions; Arad Productions,en,120000000.0,59184643.0,,Levi Miller; Tom Reed; Billy Barratt,antihero
Kronk's New Groove,Unknown,True,13417,Kronk's New Groove,2005-12-05,75.0,Animation; Comedy; Family,,Patrick Warburton; Tracey Ullman; David Spade; John Goodman; Wendie Malick; John Mahoney; John Fiedler; Jeff Bennett; Bob Bergen,friendship; competition; sequel; hilarious,Disney Television Animation; DisneyToon Studios; Walt Disney Home Video,en,0.0,0.0,Saul Blinkoff; Elliot M. Bour,Eartha Kitt,
Koyaanisqatsi,Unknown,True,11314,Koyaanisqatsi,1983-04-27,86.0,Documentary; Drama,,Ed Asner,human vs nature; technology; social commentary; rural area; nature; environment; lost civilization; environmental disaster; nature documentary; man vs nature; observational documentary; independent film; no dialogue,IRE Productions; Santa Fe Institute for Regional Education; American Zoetrope,en,600000.0,3200000.0,Godfrey Reggio,Pat Benatar; Jerry Brown; Johnny Carson; Dick Cavett; Marilyn Chambers; Sammy Davis Jr.; Lou Dobbs; Thomas Dolby; Linda Ellerbee,civilization; nature run amok; environmental destruction; observational cinema; environmental catastrophe; poetic documentary; environmental documentary; human in nature; dying civilization; environmental collapse; environmentally-themed
Krazy House,Unknown,True,607338,Krazy House,2024-05-16,90.0,Comedy; Horror,,Nick Frost; Alicia Silverstone; Kevin Connolly,irreverent; hilarious; disrespectful,Kaap Holland Film,en,0.0,0.0,Flip van der Kuil; Steffen Haars,Jan Bijvoet; Gaite Jansen; Walt Klink; Chris Peters; Matti Stooker; John Jones; Jacob Derwig,
Kubo and the Two Strings,Unknown,True,313297,Kubo and the Two Strings,2016-08-18,102.0,Animation; Adventure; Family,,Charlize Theron; Brenda Vaccaro; Cary-Hiroyuki Tagawa; George Takei; Rooney Mara; Ralph Fiennes; Matthew McConaughey,japan; samurai; magic; forgiveness; stop motion; storytelling; feudal japan; mother son relationship,LAIKA,en,60000000.0,76249438.0,Travis Knight,Art Parkinson; Meyrick Murphy; Minae Noji,origami
"Kumiko, the Treasure Hunter",Unknown,True,244563,"Kumiko, the Treasure Hunter",2014-11-13,104.0,Drama,David Zellner,Rinko Kikuchi,japan; language barrier; treasure hunt; north dakota; rabbit,Ad Hominem Enterprises; Lila 9th Productions,en,0.0,739623.0,,Nobuyuki Katsube; Kanako Higashi; Ichi Kyokaku; Ayaka Onishi; Mayuko Kawakita; Asami Tano; Ako Yoshida; Anna Wakamori; Risa Hotta,
Kundun,Unknown,True,9746,Kundun,1997-12-25,134.0,Drama; History,Martin Scorsese,,china; buddhism; buddhist monk; mountain,Touchstone Pictures; Dune Films; De Fina-Cappa; StudioCanal; AMLF; Cappa/De Fina Productions; Cappa Productions,en,28000000.0,5684789.0,,Tenzin Thuthob Tsarong; Tencho Gyalpo; Tsewang Migyur Khangsar; Gyurme Tethong; Robert Lin; Tulku Jamyang Kunga Tenzin; Tenzin Yeshi Paichang; Tenzin Topjar; Tenzin Lodoe; Geshi Yeshi Gyatso,tibet; lhasa; buddha
Knight of Cups,Unknown,True,86835,Knight of Cups,2015-09-10,118.0,Drama; Romance,Terrence Malick,Christian Bale; Cate Blanchett; Natalie Portman; Brian Dennehy; Antonio Banderas; Freida Pinto; Wes Bentley; Teresa Palmer; Imogen Poots,dreams; midlife crisis; screenwriter; creative crisis; success; celebrity; money; memory; hollywood; temptation; decadence; wealthy man; philosophical; father son relationship; existential crisis,Waypoint Entertainment; Dogwood Films,en,0.0,566006.0,,Isabel Lucas,modeling shoot; existential emptiness; stream of consciousness
Kung Fu Panda 2,Unknown,True,49444,Kung Fu Panda 2,2011-05-25,91.0,Animation; Family; Comedy,Jennifer Yuh Nelson,Jack Black; Angelina Jolie; Dustin Hoffman; Gary Oldman; Jackie Chan; Lucy Liu; Seth Rogen; David Cross; Michelle Yeoh; James Hong,mission; martial arts; kung fu; hope; villain; sequel; panda; friends; woman director,DreamWorks Animation,en,150000000.0,665692281.0,,,fleet
Kung Fu Panda 3,Unknown,True,140300,Kung Fu Panda 3,2016-01-23,95.0,Animation; Action; Adventure; Comedy; Family,Jennifer Yuh Nelson,Jack Black; Bryan Cranston; Dustin Hoffman; Angelina Jolie; J.K. Simmons; Jackie Chan; Seth Rogen; Lucy Liu; David Cross; Kate Hudson,martial arts; kung fu; china; fighter; village; villain; sequel; panda; anthropomorphism; dragon; wuxia; woman director,DreamWorks Animation; China Film Group Corporation; Oriental DreamWorks; Zhong Ming You Ying Film,en,145000000.0,521170825.0,Alessandro Carloni,,
Kung Fu Panda 4,Unknown,True,1011985,Kung Fu Panda 4,2024-03-02,94.0,Animation; Family; Action; Comedy; Adventure; Fantasy,Mike Mitchell,Jack Black; Awkwafina; Viola Davis; Dustin Hoffman; Bryan Cranston; James Hong; Ian McShane; Ke Huy Quan,martial arts; kung fu; china; villain; sequel; panda; anthropomorphism; chameleon; female villain,DreamWorks Animation,en,80000000.0,548040835.0,,Ronny Chieng; Lori Tan Chinn,
Kung Fu Panda Holiday,Unknown,True,50393,Kung Fu Panda Holiday,2010-11-26,21.0,Animation; Family; TV Movie; Comedy; Fantasy,Tim Johnson,Jack Black; Dustin Hoffman; Angelina Jolie; Seth Rogen; Lucy Liu; David Cross; James Hong; Jack McBrayer; Dan Fogler; Jackie Chan,martial arts; kung fu; holiday; cooking; restaurant; anthropomorphism; animals; celebration; christmas; short film,DreamWorks Animation,en,0.0,0.0,,,
L'Argent,1983.0,True,42112,L'Argent,1983-05-18,85.0,Crime; Drama,Robert Bresson,,money; forgery,Marion's Films; Eôs Films; France 3 Cinéma,fr,0.0,0.0,,Christian Patey; Vincent Risterucci; Sylvie Van Den Elsen; Michel Briguet; Caroline Lang; Marc Ernest Fourneau; Jean-Frédéric Ducasse; Didier Baussy; Jeanne Aptekman; François-Marie Banier,atm; cash
L'Atalante,Unknown,True,43904,L'Atalante,1934-04-24,88.0,Comedy; Drama; Romance,,,depression; marriage; surrealism; underwater,Argui-Film; Gaumont-Franco Film-Aubert (G.F.F.A),fr,0.0,0.0,Jean Vigo,Michel Simon; Dita Parlo; Jean Dasté; Gilles Margaritis; Louis Lefebvre; Maurice Gilles; Raphaël Diligent; Claude Aveline; René Blech; Lou Bonin,barge; marital problem
Kung Pow: Enter the Fist,Unknown,True,11891,Kung Pow: Enter the Fist,2002-01-25,81.0,Comedy; Action,Steve Oedekerk,,martial arts; loss of loved one; invulnerability; spoof; super power; evil; murder hunt,O Entertainment; 20th Century Fox,en,10000000.0,17000000.0,,Steve Oedekerk; Lung Fei; Leo Lee; Hsieh Ling-ling; Lau Kar-Wing; Lin Yan; Chen Hui-Lou; Jennifer Tung; Ming Lo; Peggy Lu,
Kung Fu Panda,Unknown,True,9502,Kung Fu Panda,2008-06-04,90.0,Animation; Family; Comedy; Action; Adventure,,Jack Black; Angelina Jolie; Dustin Hoffman; Ian McShane; Jackie Chan; Lucy Liu; Seth Rogen; David Cross; James Hong,martial arts; kung fu; strong woman; china; tiger; bravery; restaurant; villain; shop; panda; sensei; anthropomorphism; fighting; master; destiny; crane; aftercreditsstinger; wuxia; philosophical; inspirational; lighthearted,DreamWorks Animation,en,130000000.0,632091832.0,Mark Osborne; John Stevenson,Randall Duk Kim,monkey warrior; viper
Kung Fu Hustle,Unknown,True,9470,Kung Fu Hustle,2004-02-10,99.0,Action; Comedy; Crime; Fantasy,,,martial arts; china; magic; gangster; mafia; policeman; wuxia; 1940s; anarchic comedy; pretending to be gay,Huayi Brothers & Taihe Film Investment; Star Overseas; Beijing Film Studio; CP Film Production Asia; Columbia Pictures; Sony Pictures Classics; China Film Group Corporation,cn,20000000.0,102034104.0,Stephen Chow,Stephen Chow; Yuen Qiu; Yuen Wah; Lam Tze-Chung; Bruce Leung Siu-Lung; Huang Shengyi; Danny Chan Kwok-Kwan; Chiu Chi-Ling; Xing Yu; Zhihua Dong,defense; canton
Kung Fury,Unknown,True,251516,Kung Fury,2015-05-22,32.0,Action; Comedy; Science Fiction; Fantasy,,Jorma Taccone,martial arts; kung fu; laser gun; hacker; nazi; video game; nerd; time travel; geek; arcade; dinosaur; robot; 1980s; adolf hitler; short film,Laser Unicorns; Lampray,en,630019.0,0.0,David Sandberg,David Sandberg; Leopold Nilsson; Andreas Cahling; Helene Ahlson; Eos Karlsson; Eleni Young; Erik Hörnqvist; Per-Henrik Arvidius; Sebastian Sahin,
L'Eclisse,Unknown,True,21135,L'Eclisse,1962-04-13,126.0,Drama; Romance,Michelangelo Antonioni,Alain Delon,capitalism; boredom; alienation; black and white; relationship; airplane trip; stock market; stock market crash,Cineriz; Interopa Film; Paris-Film Production,it,0.0,0.0,,Monica Vitti; Francisco Rabal; Lilla Brignone; Rossana Rory; Mirella Ricciardi; Louis Seigner; Cyrus Elias; Alba Maiolini; Maria Tedeschi,stock broker
L'Âge d'or,Unknown,True,558853,L'âge d'or,1942-01-28,85.0,,,,Unknown,,fr,0.0,0.0,Jean de Limur,Elvira Popescu; André Alerme; Jean Tissier; Gilbert Gil; Andrée Guize; Denise Bréal; Clément Duhour; André Marnay; Gabrielle Davran; Paul Barge,
L'Avventura,Unknown,True,5165,L'Avventura,1960-09-14,144.0,Drama; Mystery; Romance,Michelangelo Antonioni,,island; mediterranean; police; architect; black and white,Cino del Duca; Societé Cinématographique Lyre; Produzioni Cinematografiche Europee (P.C.E.),it,0.0,0.0,,Monica Vitti; Gabriele Ferzetti; Lea Massari; Dominique Blanchar; Renzo Ricci; James Addams; Dorothy De Poliolo; Lelio Luttazzi; Giovanni Petrucci; Esmeralda Ruspoli,boating trip
Kwaidan,Unknown,True,1058062,KWAIDAN,2022-12-02,12.0,Documentary,,,cultural difference; essay film,Instituto Federal do Rio Grande do Sul,pt,0.0,0.0,Claus Canddie,Isabella Michelsen; Claus Canddie,semi-documentary; orientalism; art rock; cultural appropriation; japanese art; japanese culture
L.A. Confidential,Unknown,True,2118,L.A. Confidential,1997-09-19,138.0,Crime; Mystery; Thriller; Drama,Curtis Hanson,Kevin Spacey; Russell Crowe; Guy Pearce; James Cromwell; Kim Basinger; Danny DeVito; David Strathairn,corruption; based on novel or book; call girl; shotgun; detective; femme fatale; domestic violence; whodunit; corpse; district attorney; movie star; angry; aggressive; neo-noir; zealous; 1950s; vindictive; admiring; approving; vibrant,Regency Enterprises; Warner Bros. Pictures; Wolper Organization,en,35000000.0,126216940.0,,Ron Rifkin; Graham Beckel; Amber Smith,good cop bad cop
LEGO Star Wars Holiday Special,Unknown,True,732670,LEGO Star Wars Holiday Special,2020-11-17,44.0,Animation; Family; Science Fiction; Adventure; Comedy; TV Movie,,Omar Benson Miller; Billy Dee Williams; Matt Lanter,holiday; time travel; time machine; christmas; lego; short film,Lucasfilm Ltd.; LEGO; Atomic Cartoons,en,0.0,0.0,Ken Cunningham,Helen Sadler; Jake Green; Kelly Marie Tran; Trevor Devall; Matt Sloan; James Arnold Taylor; Tom Kane,telekinetic; evil villain
